"","focalid","role","dyadid","outcome","focalcode","partcode","obs"
"634",344,2,3442,1.66666666666667,1,0,34422
"635",344,1,3443,2.16666666666667,0,1,34431
"636",344,2,3443,1.33333333333333,1,0,34432
"637",347,1,3471,4,0,1,34711
"638",347,2,3471,2.33333333333333,1,0,34712
"639",347,1,3472,3.66666666666667,0,1,34721
"640",347,2,3472,2.33333333333333,1,0,34722
"641",347,1,3473,2.5,0,1,34731
"642",347,2,3473,2.83333333333333,1,0,34732
"643",349,1,3491,1.66666666666667,0,1,34911
"644",349,2,3491,1,1,0,34912
"645",349,1,3492,2.16666666666667,0,1,34921
"646",349,2,3492,2.16666666666667,1,0,34922
"647",349,1,3493,1,0,1,34931
"648",349,2,3493,1.33333333333333,1,0,34932
"649",350,1,3501,1,0,1,35011
"650",350,2,3501,1,1,0,35012
"651",350,1,3502,1,0,1,35021
"652",350,2,3502,1,1,0,35022
"653",350,1,3503,2,0,1,35031
"654",350,2,3503,1,1,0,35032
"655",353,1,3531,2.83333333333333,0,1,35311
"656",353,2,3531,1.66666666666667,1,0,35312
"657",353,1,3532,1.5,0,1,35321
"658",353,2,3532,1.83333333333333,1,0,35322
"659",353,1,3533,3.66666666666667,0,1,35331
"660",353,2,3533,1.83333333333333,1,0,35332
"661",354,1,3541,2.66666666666667,0,1,35411
"662",354,2,3541,2.16666666666667,1,0,35412
"663",354,1,3542,2.33333333333333,0,1,35421
"664",354,2,3542,1.33333333333333,1,0,35422
"665",354,1,3543,2.33333333333333,0,1,35431
"666",354,2,3543,1.66666666666667,1,0,35432
"667",355,1,3551,1.5,0,1,35511
"668",355,2,3551,1.5,1,0,35512
"669",355,1,3552,2.33333333333333,0,1,35521
"670",355,2,3552,1.16666666666667,1,0,35522
"671",355,1,3553,1.16666666666667,0,1,35531
"672",355,2,3553,1.16666666666667,1,0,35532
"673",356,1,3561,4,0,1,35611
"674",356,2,3561,3.16666666666667,1,0,35612
"675",356,1,3562,3.33333333333333,0,1,35621
"676",356,2,3562,1.83333333333333,1,0,35622
"677",356,1,3563,1,0,1,35631
"678",356,2,3563,2,1,0,35632
"679",362,1,3621,1,0,1,36211
"680",362,2,3621,1.33333333333333,1,0,36212
"681",362,1,3622,1.33333333333333,0,1,36221
"682",362,2,3622,1.16666666666667,1,0,36222
"683",362,1,3623,1.83333333333333,0,1,36231
"684",362,2,3623,1,1,0,36232
"685",363,1,3631,2.16666666666667,0,1,36311
"686",363,2,3631,2.66666666666667,1,0,36312
"687",363,1,3632,2.16666666666667,0,1,36321
"688",363,2,3632,2,1,0,36322
"689",363,1,3633,1.33333333333333,0,1,36331
"690",363,2,3633,1,1,0,36332
"691",364,1,3641,1,0,1,36411
"692",364,2,3641,1.16666666666667,1,0,36412
"693",364,1,3642,1.33333333333333,0,1,36421
"694",364,2,3642,2.83333333333333,1,0,36422
"695",364,1,3643,1.66666666666667,0,1,36431
"696",364,2,3643,1.16666666666667,1,0,36432
"697",366,1,3661,1.16666666666667,0,1,36611
"698",366,2,3661,2.33333333333333,1,0,36612
"699",366,1,3662,2.16666666666667,0,1,36621
"700",366,2,3662,1.5,1,0,36622
"701",366,1,3663,3.16666666666667,0,1,36631
"702",366,2,3663,2,1,0,36632
"703",367,1,3671,1,0,1,36711
"704",367,2,3671,1.5,1,0,36712
"705",367,1,3672,1.33333333333333,0,1,36721
"706",367,2,3672,1,1,0,36722
"707",367,1,3673,1.83333333333333,0,1,36731
"708",367,2,3673,1,1,0,36732
"709",368,1,3681,1.16666666666667,0,1,36811
"710",368,2,3681,2.5,1,0,36812
"711",368,1,3682,1.33333333333333,0,1,36821
"712",368,2,3682,1.15866084425036,1,0,36822
"713",368,1,3683,1.33333333333333,0,1,36831
"714",368,2,3683,1.83333333333333,1,0,36832
"715",370,1,3701,1.66666666666667,0,1,37011
"716",370,2,3701,2,1,0,37012
"717",370,1,3702,2.83333333333333,0,1,37021
"718",370,2,3702,1.33333333333333,1,0,37022
"719",370,1,3703,2.33333333333333,0,1,37031
"720",370,2,3703,1.5,1,0,37032
"721",373,1,3731,1.33333333333333,0,1,37311
"722",373,2,3731,1.16666666666667,1,0,37312
"723",373,1,3732,1.16666666666667,0,1,37321
"724",373,2,3732,1,1,0,37322
"725",373,1,3733,2.66666666666667,0,1,37331
"726",373,2,3733,1.5,1,0,37332
"727",375,1,3751,1,0,1,37511
"728",375,2,3751,2,1,0,37512
"729",375,1,3752,2,0,1,37521
"730",375,2,3752,1,1,0,37522
"731",375,1,3753,1.16666666666667,0,1,37531
"732",375,2,3753,1.66666666666667,1,0,37532
"733",378,1,3781,3.16666666666667,0,1,37811
"734",378,2,3781,2.66666666666667,1,0,37812
"735",378,1,3782,2.5,0,1,37821
"736",378,2,3782,1.33333333333333,1,0,37822
"737",378,1,3783,1,0,1,37831
"738",378,2,3783,1,1,0,37832
"739",382,1,3821,1,0,1,38211
"740",382,2,3821,1.16666666666667,1,0,38212
"741",382,1,3822,1,0,1,38221
"742",382,2,3822,1.07971014492754,1,0,38222
"743",382,1,3823,2,0,1,38231
"744",382,2,3823,1.16666666666667,1,0,38232
"745",383,1,3831,2.5,0,1,38311
"746",383,2,3831,1,1,0,38312
"747",383,1,3832,1,0,1,38321
"748",383,2,3832,1.5,1,0,38322
"749",383,1,3833,1.66666666666667,0,1,38331
"750",383,2,3833,2.83333333333333,1,0,38332
"751",384,1,3841,4.5,0,1,38411
"752",384,2,3841,1.33333333333333,1,0,38412
"753",384,1,3842,1,0,1,38421
"754",384,2,3842,1.16666666666667,1,0,38422
"755",384,1,3843,1.16666666666667,0,1,38431
"756",384,2,3843,1.66666666666667,1,0,38432
"757",385,1,3851,2.5,0,1,38511
"758",385,2,3851,1.5,1,0,38512
"759",385,1,3852,1,0,1,38521
"760",385,2,3852,1,1,0,38522
"761",385,1,3853,2.66666666666667,0,1,38531
"762",385,2,3853,2.83333333333333,1,0,38532
"763",397,1,3971,1.66666666666667,0,1,39711
"764",397,2,3971,2,1,0,39712
"765",397,1,3972,1.16666666666667,0,1,39721
"766",397,2,3972,1,1,0,39722
"767",397,1,3973,1.66666666666667,0,1,39731
"768",397,2,3973,1.66666666666667,1,0,39732
"769",399,1,3991,1.66666666666667,0,1,39911
"770",399,2,3991,1.16666666666667,1,0,39912
"771",399,1,3992,1.5,0,1,39921
"772",399,2,3992,1.16666666666667,1,0,39922
"773",399,1,3993,1.16666666666667,0,1,39931
"774",399,2,3993,1.66666666666667,1,0,39932
"775",401,1,4011,2.16666666666667,0,1,40111
"776",401,2,4011,1.45833333333333,1,0,40112
"777",401,1,4012,3,0,1,40121
"778",401,2,4012,2.56550218340611,1,0,40122
"779",401,1,4013,3,0,1,40131
"780",401,2,4013,1.5,1,0,40132
"781",403,1,4031,1.83333333333333,0,1,40311
"782",403,2,4031,4,1,0,40312
"783",403,1,4032,2.16666666666667,0,1,40321
"784",403,2,4032,1,1,0,40322
"785",403,1,4033,1.16666666666667,0,1,40331
"786",403,2,4033,1.5,1,0,40332
"787",404,1,4041,1.66666666666667,0,1,40411
"788",404,2,4041,2.33333333333333,1,0,40412
"789",404,1,4042,1.66666666666667,0,1,40421
"790",404,2,4042,1.16666666666667,1,0,40422
"791",404,1,4043,1,0,1,40431
"792",404,2,4043,1,1,0,40432
"793",405,1,4051,2.33333333333333,0,1,40511
"794",405,2,4051,2,1,0,40512
"795",405,1,4052,1.83333333333333,0,1,40521
"796",405,2,4052,1.66666666666667,1,0,40522
"797",405,1,4053,1.33333333333333,0,1,40531
"798",405,2,4053,2.33333333333333,1,0,40532
"799",407,1,4071,3.66666666666667,0,1,40711
"800",407,2,4071,2.16666666666667,1,0,40712
"801",407,1,4072,2.16666666666667,0,1,40721
"802",407,2,4072,1,1,0,40722
"803",407,1,4073,2.66666666666667,0,1,40731
"804",407,2,4073,1,1,0,40732
"805",408,1,4081,1.16666666666667,0,1,40811
"806",408,2,4081,1.5,1,0,40812
"807",408,1,4082,1.33333333333333,0,1,40821
"808",408,2,4082,1.66666666666667,1,0,40822
"809",408,1,4083,1.33333333333333,0,1,40831
"810",408,2,4083,1,1,0,40832
"811",409,1,4091,1.5,0,1,40911
"812",409,2,4091,1.16666666666667,1,0,40912
"813",409,1,4092,3,0,1,40921
"814",409,2,4092,1.5,1,0,40922
"815",409,1,4093,2.5,0,1,40931
"816",409,2,4093,1.5,1,0,40932
"817",413,1,4131,1.33333333333333,0,1,41311
"818",413,2,4131,1.66666666666667,1,0,41312
"819",413,1,4132,1.33333333333333,0,1,41321
"820",413,2,4132,1.33333333333333,1,0,41322
"821",413,1,4133,1.83333333333333,0,1,41331
"822",413,2,4133,2.16666666666667,1,0,41332
"823",414,1,4141,2,0,1,41411
"824",414,2,4141,1.33333333333333,1,0,41412
"825",414,1,4142,2.33333333333333,0,1,41421
"826",414,2,4142,1.83333333333333,1,0,41422
"827",414,1,4143,2.66666666666667,0,1,41431
"828",414,2,4143,2,1,0,41432
"829",419,1,4191,1.83333333333333,0,1,41911
"830",419,2,4191,1.16666666666667,1,0,41912
"831",419,1,4192,1.5,0,1,41921
"832",419,2,4192,1,1,0,41922
"833",419,1,4193,2,0,1,41931
"834",419,2,4193,1.66666666666667,1,0,41932
"835",420,1,4201,1,0,1,42011
"836",420,2,4201,3.16666666666667,1,0,42012
"837",420,1,4202,1,0,1,42021
"838",420,2,4202,1.33333333333333,1,0,42022
"839",420,1,4203,1.33333333333333,0,1,42031
"840",420,2,4203,1,1,0,42032
"841",421,1,4211,1.16666666666667,0,1,42111
"842",421,2,4211,1,1,0,42112
"843",421,1,4212,1.16666666666667,0,1,42121
"844",421,2,4212,1,1,0,42122
"845",421,1,4213,2.33333333333333,0,1,42131
"846",421,2,4213,1.66666666666667,1,0,42132
"847",423,1,4231,1,0,1,42311
"848",423,2,4231,1,1,0,42312
"849",423,1,4232,1,0,1,42321
"850",423,2,4232,1.16666666666667,1,0,42322
"851",423,1,4233,1.83333333333333,0,1,42331
"852",423,2,4233,1,1,0,42332
"853",424,1,4241,1.33333333333333,0,1,42411
"854",424,2,4241,1.5,1,0,42412
"855",424,1,4242,1.16666666666667,0,1,42421
"856",424,2,4242,1,1,0,42422
"857",424,1,4243,1.83333333333333,0,1,42431
"858",424,2,4243,1,1,0,42432
"859",426,1,4261,1.16666666666667,0,1,42611
"860",426,2,4261,1,1,0,42612
"861",426,1,4262,1,0,1,42621
"862",426,2,4262,1,1,0,42622
"863",426,1,4263,1.83333333333333,0,1,42631
"864",426,2,4263,2,1,0,42632
"865",427,1,4271,3.66666666666667,0,1,42711
"866",427,2,4271,3.125,1,0,42712
"867",427,1,4272,1.66666666666667,0,1,42721
"868",427,2,4272,2,1,0,42722
"869",427,1,4273,1,0,1,42731
"870",427,2,4273,4.5,1,0,42732
"871",428,1,4281,1.33333333333333,0,1,42811
"872",428,2,4281,2.33333333333333,1,0,42812
"873",428,1,4282,2,0,1,42821
"874",428,2,4282,1,1,0,42822
"875",428,1,4283,2.83333333333333,0,1,42831
"876",428,2,4283,1,1,0,42832
"877",429,1,4291,1,0,1,42911
"878",429,2,4291,2.16666666666667,1,0,42912
"879",429,1,4292,1,0,1,42921
"880",429,2,4292,1,1,0,42922
"881",429,1,4293,1.16666666666667,0,1,42931
"882",429,2,4293,1,1,0,42932
"883",432,1,4321,2.33333333333333,0,1,43211
"884",432,2,4321,2.5,1,0,43212
"885",432,1,4322,2.33333333333333,0,1,43221
"886",432,2,4322,1,1,0,43222
"887",432,1,4323,1.83333333333333,0,1,43231
"888",432,2,4323,3,1,0,43232
"889",433,1,4331,1.16666666666667,0,1,43311
"890",433,2,4331,2,1,0,43312
"891",433,1,4332,4.33333333333333,0,1,43321
"892",433,2,4332,1.66666666666667,1,0,43322
"893",433,1,4333,1,0,1,43331
"894",433,2,4333,1,1,0,43332
"895",435,1,4351,1.16666666666667,0,1,43511
"896",435,2,4351,1,1,0,43512
"897",435,1,4352,3.5,0,1,43521
"898",435,2,4352,4,1,0,43522
"899",435,1,4353,1.33333333333333,0,1,43531
"900",435,2,4353,1.16666666666667,1,0,43532
"901",436,1,4361,1,0,1,43611
"902",436,2,4361,1.16666666666667,1,0,43612
"903",436,1,4362,1,0,1,43621
"904",436,2,4362,1.33333333333333,1,0,43622
"905",436,1,4363,1,0,1,43631
"906",436,2,4363,1.83333333333333,1,0,43632
"907",437,1,4371,3.33333333333333,0,1,43711
"908",437,2,4371,4.5,1,0,43712
"909",437,1,4372,2,0,1,43721
"910",437,2,4372,1.83333333333333,1,0,43722
"911",437,1,4373,3.83333333333333,0,1,43731
"912",437,2,4373,3.33333333333333,1,0,43732
"913",439,1,4391,1,0,1,43911
"914",439,2,4391,1.33333333333333,1,0,43912
"915",439,1,4392,1.33333333333333,0,1,43921
"916",439,2,4392,1.66666666666667,1,0,43922
"917",439,1,4393,1,0,1,43931
"918",439,2,4393,2.33333333333333,1,0,43932
"919",441,1,4411,1,0,1,44111
"920",441,2,4411,1,1,0,44112
"921",441,1,4412,2,0,1,44121
"922",441,2,4412,1.83333333333333,1,0,44122
"923",441,1,4413,2,0,1,44131
"924",441,2,4413,1,1,0,44132
"925",445,1,4451,1.5,0,1,44511
"926",445,2,4451,1,1,0,44512
"927",445,1,4452,1.33333333333333,0,1,44521
"928",445,2,4452,1,1,0,44522
"929",445,1,4453,2,0,1,44531
"930",445,2,4453,1.5,1,0,44532
"931",446,1,4461,1.66666666666667,0,1,44611
"932",446,2,4461,1.5,1,0,44612
"933",446,1,4462,1.66666666666667,0,1,44621
"934",446,2,4462,1.33333333333333,1,0,44622
"935",446,1,4463,2.16666666666667,0,1,44631
"936",446,2,4463,2.66666666666667,1,0,44632
"937",447,1,4471,1.5,0,1,44711
"938",447,2,4471,1,1,0,44712
"939",447,1,4472,1.33333333333333,0,1,44721
"940",447,2,4472,1,1,0,44722
"941",447,1,4473,1.33333333333333,0,1,44731
"942",447,2,4473,1.83333333333333,1,0,44732
"943",448,1,4481,2.16666666666667,0,1,44811
"944",448,2,4481,4.66666666666667,1,0,44812
"945",448,1,4482,1.5,0,1,44821
"946",448,2,4482,1,1,0,44822
"947",448,1,4483,1.5,0,1,44831
"948",448,2,4483,1,1,0,44832
"949",453,1,4531,1,0,1,45311
"950",453,2,4531,1,1,0,45312
"951",453,1,4532,1.5,0,1,45321
"952",453,2,4532,1.5,1,0,45322
"953",453,1,4533,1.5,0,1,45331
"954",453,2,4533,2.16666666666667,1,0,45332
"955",454,1,4541,1,0,1,45411
"956",454,2,4541,1,1,0,45412
"957",454,1,4542,1,0,1,45421
"958",454,2,4542,1,1,0,45422
"959",454,1,4543,1,0,1,45431
"960",454,2,4543,1.5,1,0,45432
"961",456,1,4561,1.33333333333333,0,1,45611
"962",456,2,4561,2.33333333333333,1,0,45612
"963",456,1,4562,1,0,1,45621
"964",456,2,4562,1.16666666666667,1,0,45622
"965",456,1,4563,1.5,0,1,45631
"966",456,2,4563,1,1,0,45632
"967",457,1,4571,1.5,0,1,45711
"968",457,2,4571,1.33333333333333,1,0,45712
"969",457,1,4572,2.16666666666667,0,1,45721
"970",457,2,4572,1.5,1,0,45722
"971",457,1,4573,2.16666666666667,0,1,45731
"972",457,2,4573,1.16666666666667,1,0,45732
"973",458,1,4581,2,0,1,45811
"974",458,2,4581,1.5,1,0,45812
"975",458,1,4582,3.16666666666667,0,1,45821
"976",458,2,4582,1.66666666666667,1,0,45822
"977",458,1,4583,1.66666666666667,0,1,45831
"978",458,2,4583,1.66666666666667,1,0,45832
"979",460,1,4601,3.16666666666667,0,1,46011
"980",460,2,4601,1.83333333333333,1,0,46012
"981",460,1,4602,2.16666666666667,0,1,46021
"982",460,2,4602,1,1,0,46022
"983",460,1,4603,3.16666666666667,0,1,46031
"984",460,2,4603,1,1,0,46032
"985",461,1,4611,1.66666666666667,0,1,46111
"986",461,2,4611,1,1,0,46112
"987",461,1,4612,1,0,1,46121
"988",461,2,4612,1,1,0,46122
"989",461,1,4613,1,0,1,46131
"990",461,2,4613,1,1,0,46132
"991",463,1,4631,1.33333333333333,0,1,46311
"992",463,2,4631,3.33333333333333,1,0,46312
"993",463,1,4632,1.16666666666667,0,1,46321
"994",463,2,4632,1,1,0,46322
"995",463,1,4633,1,0,1,46331
"996",463,2,4633,1,1,0,46332
"997",464,1,4641,1,0,1,46411
"998",464,2,4641,1,1,0,46412
"999",464,1,4642,1,0,1,46421
"1000",464,2,4642,1,1,0,46422
"1001",464,1,4643,1,0,1,46431
"1002",464,2,4643,1,1,0,46432
"1003",467,1,4671,3.83333333333333,0,1,46711
"1004",467,2,4671,3.33333333333333,1,0,46712
"1005",467,1,4672,2.16666666666667,0,1,46721
"1006",467,2,4672,1.66666666666667,1,0,46722
"1007",467,1,4673,1.33333333333333,0,1,46731
"1008",467,2,4673,1.16666666666667,1,0,46732
"1009",468,1,4681,1.16666666666667,0,1,46811
"1010",468,2,4681,3.16666666666667,1,0,46812
"1011",468,1,4682,1.33333333333333,0,1,46821
"1012",468,2,4682,2.16666666666667,1,0,46822
"1013",468,1,4683,2.33333333333333,0,1,46831
"1014",468,2,4683,3,1,0,46832
"1015",469,1,4691,2.83333333333333,0,1,46911
"1016",469,2,4691,1.5,1,0,46912
"1017",469,1,4692,2.33333333333333,0,1,46921
"1018",469,2,4692,1,1,0,46922
"1019",469,1,4693,3,0,1,46931
"1020",469,2,4693,1.5,1,0,46932
"1021",470,1,4701,1.16666666666667,0,1,47011
"1022",470,2,4701,1,1,0,47012
"1023",470,1,4702,2.33333333333333,0,1,47021
"1024",470,2,4702,1.33333333333333,1,0,47022
"1025",470,1,4703,2.16666666666667,0,1,47031
"1026",470,2,4703,1,1,0,47032
"1027",472,1,4721,1,0,1,47211
"1028",472,2,4721,1.5,1,0,47212
"1029",472,1,4722,1.33333333333333,0,1,47221
"1030",472,2,4722,1.66666666666667,1,0,47222
"1031",472,1,4723,1,0,1,47231
"1032",472,2,4723,1,1,0,47232
"1033",473,1,4731,2.83333333333333,0,1,47311
"1034",473,2,4731,3,1,0,47312
"1035",473,1,4732,1.5,0,1,47321
"1036",473,2,4732,1,1,0,47322
"1037",473,1,4733,2.33333333333333,0,1,47331
"1038",473,2,4733,1.16666666666667,1,0,47332
"1039",474,1,4741,1.5,0,1,47411
"1040",474,2,4741,1.83333333333333,1,0,47412
"1041",474,1,4742,1.66666666666667,0,1,47421
"1042",474,2,4742,1,1,0,47422
"1043",474,1,4743,1.5,0,1,47431
"1044",474,2,4743,1,1,0,47432
"1045",475,1,4751,4,0,1,47511
"1046",475,2,4751,2.5,1,0,47512
"1047",475,1,4752,1,0,1,47521
"1048",475,2,4752,2.66666666666667,1,0,47522
"1049",475,1,4753,1,0,1,47531
"1050",475,2,4753,1,1,0,47532
"1051",476,1,4761,1,0,1,47611
"1052",476,2,4761,1.16666666666667,1,0,47612
"1053",476,1,4762,1.83333333333333,0,1,47621
"1054",476,2,4762,1,1,0,47622
"1055",476,1,4763,2.66666666666667,0,1,47631
"1056",476,2,4763,2.16666666666667,1,0,47632
"1057",478,1,4781,3.5,0,1,47811
"1058",478,2,4781,3.66666666666667,1,0,47812
"1059",478,1,4782,1.16666666666667,0,1,47821
"1060",478,2,4782,2,1,0,47822
"1061",478,1,4783,4,0,1,47831
"1062",478,2,4783,1.16666666666667,1,0,47832
"1063",481,1,4811,1,0,1,48111
"1064",481,2,4811,1,1,0,48112
"1065",481,1,4812,1,0,1,48121
"1066",481,2,4812,1.33333333333333,1,0,48122
"1067",481,1,4813,2.16666666666667,0,1,48131
"1068",481,2,4813,1.5,1,0,48132
"1069",482,1,4821,1.66666666666667,0,1,48211
"1070",482,2,4821,3.16666666666667,1,0,48212
"1071",482,1,4822,1.83333333333333,0,1,48221
"1072",482,2,4822,1,1,0,48222
"1073",482,1,4823,1,0,1,48231
"1074",482,2,4823,1.5,1,0,48232
"1075",484,1,4841,2,0,1,48411
"1076",484,2,4841,2.16666666666667,1,0,48412
"1077",484,1,4842,2,0,1,48421
"1078",484,2,4842,3.33333333333333,1,0,48422
"1079",484,1,4843,2,0,1,48431
"1080",484,2,4843,1.33333333333333,1,0,48432
"1081",485,1,4851,2,0,1,48511
"1082",485,2,4851,1,1,0,48512
"1083",485,1,4852,2.16666666666667,0,1,48521
"1084",485,2,4852,1,1,0,48522
"1085",485,1,4853,2.33333333333333,0,1,48531
"1086",485,2,4853,2.16666666666667,1,0,48532
"1087",486,1,4861,3.5,0,1,48611
"1088",486,2,4861,2.66666666666667,1,0,48612
"1089",486,1,4862,3.33333333333333,0,1,48621
"1090",486,2,4862,2.66666666666667,1,0,48622
"1091",486,1,4863,2.33333333333333,0,1,48631
"1092",486,2,4863,2.89508928571429,1,0,48632
"1093",487,1,4871,1.66666666666667,0,1,48711
"1094",487,2,4871,2.33333333333333,1,0,48712
"1095",487,1,4872,1.53807471264368,0,1,48721
"1096",487,2,4872,1.66666666666667,1,0,48722
"1097",487,1,4873,1.33333333333333,0,1,48731
"1098",487,2,4873,2.66666666666667,1,0,48732
"1099",488,1,4881,1,0,1,48811
"1100",488,2,4881,1,1,0,48812
"1101",488,1,4882,1,0,1,48821
"1102",488,2,4882,1,1,0,48822
"1103",488,1,4883,1.16666666666667,0,1,48831
"1104",488,2,4883,1,1,0,48832
"1105",489,1,4891,1,0,1,48911
"1106",489,2,4891,4,1,0,48912
"1107",489,1,4892,1.16666666666667,0,1,48921
"1108",489,2,4892,1.66666666666667,1,0,48922
"1109",489,1,4893,1.5,0,1,48931
"1110",489,2,4893,1.16666666666667,1,0,48932
"1111",491,1,4911,1,0,1,49111
"1112",491,2,4911,1.66666666666667,1,0,49112
"1113",491,1,4912,1.33333333333333,0,1,49121
"1114",491,2,4912,1.66666666666667,1,0,49122
"1115",491,1,4913,2.16666666666667,0,1,49131
"1116",491,2,4913,1.33333333333333,1,0,49132
"1117",494,1,4941,2,0,1,49411
"1118",494,2,4941,2.5,1,0,49412
"1119",494,1,4942,1.66666666666667,0,1,49421
"1120",494,2,4942,2,1,0,49422
"1121",494,1,4943,1.83333333333333,0,1,49431
"1122",494,2,4943,1.5,1,0,49432
"1123",496,1,4961,2.33333333333333,0,1,49611
"1124",496,2,4961,2.5,1,0,49612
"1125",496,1,4962,2.16666666666667,0,1,49621
"1126",496,2,4962,1,1,0,49622
"1127",496,1,4963,1.83333333333333,0,1,49631
"1128",496,2,4963,3.83333333333333,1,0,49632
"1129",497,1,4971,1,0,1,49711
"1130",497,2,4971,2.16666666666667,1,0,49712
"1131",497,1,4972,2.83333333333333,0,1,49721
"1132",497,2,4972,1.5,1,0,49722
"1133",497,1,4973,1.66666666666667,0,1,49731
"1134",497,2,4973,1.83333333333333,1,0,49732
"1135",498,1,4981,1,0,1,49811
"1136",498,2,4981,1.83333333333333,1,0,49812
"1137",498,1,4982,2.33333333333333,0,1,49821
"1138",498,2,4982,1,1,0,49822
"1139",498,1,4983,2.66666666666667,0,1,49831
"1140",498,2,4983,1.5,1,0,49832
"1141",503,1,5031,2.5,0,1,50311
"1142",503,2,5031,2,1,0,50312
"1143",503,1,5032,1,0,1,50321
"1144",503,2,5032,1,1,0,50322
"1145",503,1,5033,1,0,1,50331
"1146",503,2,5033,1.16666666666667,1,0,50332
"1147",505,1,5051,3.5,0,1,50511
"1148",505,2,5051,2.16666666666667,1,0,50512
"1149",505,1,5052,3.83333333333333,0,1,50521
"1150",505,2,5052,3.66666666666667,1,0,50522
"1151",505,1,5053,1.66666666666667,0,1,50531
"1152",505,2,5053,3,1,0,50532
"1153",506,1,5061,2.16666666666667,0,1,50611
"1154",506,2,5061,4.16666666666667,1,0,50612
"1155",506,1,5062,2.33333333333333,0,1,50621
"1156",506,2,5062,2.83333333333333,1,0,50622
"1157",506,1,5063,1.33333333333333,0,1,50631
"1158",506,2,5063,2.5,1,0,50632
"1159",507,1,5071,1,0,1,50711
"1160",507,2,5071,1,1,0,50712
"1161",507,1,5072,3.33333333333333,0,1,50721
"1162",507,2,5072,2.83333333333333,1,0,50722
"1163",507,1,5073,3.16666666666667,0,1,50731
"1164",507,2,5073,2.33333333333333,1,0,50732
"1165",509,1,5091,1.66666666666667,0,1,50911
"1166",509,2,5091,1.66666666666667,1,0,50912
"1167",509,1,5092,3,0,1,50921
"1168",509,2,5092,1,1,0,50922
"1169",509,1,5093,4.16666666666667,0,1,50931
"1170",509,2,5093,2.16666666666667,1,0,50932
"1171",510,1,5101,1.83333333333333,0,1,51011
"1172",510,2,5101,1.5,1,0,51012
"1173",510,1,5102,1,0,1,51021
"1174",510,2,5102,1,1,0,51022
"1175",510,1,5103,1,0,1,51031
"1176",510,2,5103,2,1,0,51032
"1177",511,1,5111,1.16666666666667,0,1,51111
"1178",511,2,5111,2,1,0,51112
"1179",511,1,5112,1,0,1,51121
"1180",511,2,5112,1.16666666666667,1,0,51122
"1181",511,1,5113,1.66666666666667,0,1,51131
"1182",511,2,5113,1,1,0,51132
"1183",512,1,5121,1.5,0,1,51211
"1184",512,2,5121,1.33333333333333,1,0,51212
"1185",512,1,5122,2.16666666666667,0,1,51221
"1186",512,2,5122,1.5,1,0,51222
"1187",512,1,5123,1.16666666666667,0,1,51231
"1188",512,2,5123,1.26264880952381,1,0,51232
"1189",513,1,5131,1.16666666666667,0,1,51311
"1190",513,2,5131,1.33333333333333,1,0,51312
"1191",513,1,5132,1.16666666666667,0,1,51321
"1192",513,2,5132,1,1,0,51322
"1193",513,1,5133,1,0,1,51331
"1194",513,2,5133,2.66666666666667,1,0,51332
"1195",515,1,5151,1,0,1,51511
"1196",515,2,5151,2.83333333333333,1,0,51512
"1197",515,1,5152,1,0,1,51521
"1198",515,2,5152,1,1,0,51522
"1199",515,1,5153,2.83333333333333,0,1,51531
"1200",515,2,5153,2.16666666666667,1,0,51532
"1201",519,1,5191,2.83333333333333,0,1,51911
"1202",519,2,5191,3.33333333333333,1,0,51912
"1203",519,1,5192,1,0,1,51921
"1204",519,2,5192,1.16666666666667,1,0,51922
"1205",519,1,5193,1,0,1,51931
"1206",519,2,5193,1.16666666666667,1,0,51932
"1207",521,1,5211,3.66666666666667,0,1,52111
"1208",521,2,5211,2.5,1,0,52112
"1209",521,1,5212,2.16666666666667,0,1,52121
"1210",521,2,5212,2.92649199417758,1,0,52122
"1211",521,1,5213,1.16666666666667,0,1,52131
"1212",521,2,5213,1.49626307922272,1,0,52132
"1213",524,1,5241,4.33333333333333,0,1,52411
"1214",524,2,5241,2,1,0,52412
"1215",524,1,5242,2.66666666666667,0,1,52421
"1216",524,2,5242,2.5,1,0,52422
"1217",524,1,5243,1.66666666666667,0,1,52431
"1218",524,2,5243,2.33333333333333,1,0,52432
"1219",525,1,5251,1,0,1,52511
"1220",525,2,5251,1.66666666666667,1,0,52512
"1221",525,1,5252,2,0,1,52521
"1222",525,2,5252,1.16666666666667,1,0,52522
"1223",525,1,5253,1.66666666666667,0,1,52531
"1224",525,2,5253,2.66666666666667,1,0,52532
"1225",531,1,5311,3.16666666666667,0,1,53111
"1226",531,2,5311,2,1,0,53112
"1227",531,1,5312,2,0,1,53121
"1228",531,2,5312,2.83333333333333,1,0,53122
"1229",531,1,5313,1.5,0,1,53131
"1230",531,2,5313,2.16666666666667,1,0,53132
"1231",532,1,5321,1,0,1,53211
"1232",532,2,5321,1.66666666666667,1,0,53212
"1233",532,1,5322,1,0,1,53221
"1234",532,2,5322,1,1,0,53222
"1235",532,1,5323,1,0,1,53231
"1236",532,2,5323,1,1,0,53232
"1237",533,1,5331,2,0,1,53311
"1238",533,2,5331,4,1,0,53312
"1239",533,1,5332,2,0,1,53321
"1240",533,2,5332,2,1,0,53322
"1241",533,1,5333,2,0,1,53331
"1242",533,2,5333,2,1,0,53332
"1243",535,1,5351,1,0,1,53511
"1244",535,2,5351,1,1,0,53512
"1245",535,1,5352,1,0,1,53521
